target_id	state	reference_name	sequence_identity	exact_sequence_match_0.95	CA_coverage	sha256	reference_path
4gqc_c	state2	4gqc.B.pdb	1.000000	1	0.975610	6b161f419f678967f38381d7211b53e7db7fbfcd7f5efa4d10d46a961951df0d	references/4gqc_c/state2_4gqc.B.pdb
4j3o_f	state1	4j3o.F.pdb	1.000000	1	1.000000	62ace4fdc500aae905fa5c3cce2b42c61349a355c161427d2802481280121c36	references/4j3o_f/state1_4j3o.F.pdb
4j3o_f	state2	2jmr.A.pdb	1.000000	1	1.000000	e6352c272c579593a8de08f10e1d8b07d928f74b7bb9caf7b7ad87a542773cca	references/4j3o_f/state2_2jmr.A.pdb
4nc9_c	state1	4nc9.C.pdb	1.000000	1	0.887179	50e6ae2be5b88311c7769537518d61243c2dcd655091a72208e58fe6b0d8277c	references/4nc9_c/state1_4nc9.C.pdb
4nc9_c	state2	4n9w.A.pdb	1.000000	1	0.923077	911af43f01ade7a11db83ed63f8e3d629af60637bc03066468f49b2ef9026abf	references/4nc9_c/state2_4n9w.A.pdb
4o0p_a	state1	4o0p.A.pdb	1.000000	1	0.927342	b4f418fc164fd43eabdfab56ca5c3a8c6d17a9d576bd1d01a7c4645b97474786	references/4o0p_a/state1_4o0p.A.pdb
4o0p_a	state2	4o01.D.pdb	1.000000	1	0.921606	c9676f47882347e98cd8a1784726552bfe5a389a2a9b39652dcae031d82eeb58	references/4o0p_a/state2_4o01.D.pdb
4ow6_b	state1	4ow6.B.pdb	1.000000	1	0.912150	7361d29704d61e41cddfcbb769daba67ac0521108268743f921fe925b639ec42	references/4ow6_b/state1_4ow6.B.pdb
4ow6_b	state2	4ae0.A.pdb	0.997996	1	0.930841	f0a64a29c16ed3413d09ac18aa772274b798fb0890c8fedbf1abbaa9867540f6	references/4ow6_b/state2_4ae0.A.pdb
4phq_a	state1	4phq.A.pdb	1.000000	1	0.976510	b29ef62ba4d290ff879a62828bfb15a333d349a1dca4a27e0685ec2a0d40d4e1	references/4phq_a/state1_4phq.A.pdb
4phq_a	state2	2wcd.X.pdb	0.989474	1	0.946309	9360944ba14ea5c442d6cbaae86d4db54ffa68d7488894feb1065099eb218919	references/4phq_a/state2_2wcd.X.pdb
4pyi_a	state1	4pyi.A.pdb	1.000000	1	0.936652	35ba3281ec2beaab06de0e5d3f9b91384dce3987036c48aa5993606fa4d98284	references/4pyi_a/state1_4pyi.A.pdb
4pyi_a	state2	4pyj.A.pdb	1.000000	1	0.941176	77ff7c3bcd6c85a0a949bd22692c553764557abf16bd8a53974aaeef7be54b85	references/4pyi_a/state2_4pyj.A.pdb
4qhf_a	state1	4qhf.A.pdb	1.000000	1	0.990909	7fb619d23fb59511703397a9beff45b7c741794471cb87e4600fbd243d043dd4	references/4qhf_a/state1_4qhf.A.pdb
4qhf_a	state2	4qhh.A.pdb	1.000000	1	0.981818	3d662230a223dd98a885e94d7ae969ac5293b34601bc73a059b0e20ca5da28f0	references/4qhf_a/state2_4qhh.A.pdb
4rmb_b	state1	4rmb.B.pdb	1.000000	1	0.933735	2e7fc3f82ce6bec2f4539c040fbfa4e160c38a6a66e67857f156aa59a622e2c0	references/4rmb_b/state1_4rmb.B.pdb
4rmb_b	state2	4rmb.A.pdb	1.000000	1	0.849398	057523369651b815017f16a7f477eb4fd50f4de4def51c9d8b3eaddde35829a1	references/4rmb_b/state2_4rmb.A.pdb
4rwn_a	state1	4rwn.A.pdb	1.000000	1	0.977591	475c6b7c25586a1e78f0ecd92e0d656eadc7e04ef456cfb2630407cbcb6c1377	references/4rwn_a/state1_4rwn.A.pdb
4rwn_a	state2	4rwq.B.pdb	1.000000	1	0.969188	fd246f82040bfe959747cc6b4ed26e2a6bd16a849320ac767e3f555fa27a2491	references/4rwn_a/state2_4rwq.B.pdb
4uv2_d	state1	4uv2.D.pdb	1.000000	1	0.877863	dd7611a7098af40b20c5e2f0590d05f0f1a87fdf271c5e718203b7b81195c36f	references/4uv2_d/state1_4uv2.D.pdb
4uv2_d	state2	4q79.F.pdb	1.000000	1	0.721374	4dbe10e73403baddeb01fd8eb6bdda9fca4c308a01148f79858524df70b0cc47	references/4uv2_d/state2_4q79.F.pdb
4y0m_j	state1	4y0m.J.pdb	1.000000	1	0.907489	3d5022fa4ca9e87486c8458c6d70b1a9ceb02a3807668ab36aa47217db47ab95	references/4y0m_j/state1_4y0m.J.pdb
4y0m_j	state2	4xws.D.pdb	0.994845	1	0.850220	9e723daa345d1747ac32b5391172c456c0ec59267b5de3e1d683d0c756fa6644	references/4y0m_j/state2_4xws.D.pdb
4ydq_b	state1	4ydq.B.pdb	1.000000	1	0.961771	6e3f9ea7aabbcf8dafd4ca8e6738778eb96a7b382ca8975dde0a0088ba018b31	references/4ydq_b/state1_4ydq.B.pdb
4ydq_b	state2	4twa.A.pdb	1.000000	1	0.981891	dc1e46b1e97c250538436f2f90d4d367ce81c6dc8dbd4ac30edecf26f72372dd	references/4ydq_b/state2_4twa.A.pdb
4zrb_c	state1	4zrb.C.pdb	1.000000	1	0.897810	afbc5316658c4ac956c9ae7b269ccac71448fb565bb233389d210f99d40918dd	references/4zrb_c/state1_4zrb.C.pdb
4zrb_c	state2	4zrb.H.pdb	1.000000	1	0.919708	2056da546061f972214aa853b76df7527b08baa395f581992e8181ae6aa4355e	references/4zrb_c/state2_4zrb.H.pdb
5bmy_a	state1	5bmy.A.pdb	1.000000	1	0.994859	a68f71491f82f9eed73e3fabf21c8c66ac35c904f36e7beacc93201501aa1894	references/5bmy_a/state1_5bmy.A.pdb
5bmy_a	state2	5b3z.A.pdb	0.997416	1	0.992288	a3e8bc8ac23e9359a10d669a9028f341e7bcdc276346d8d1a4fa10e0e0664542	references/5bmy_a/state2_5b3z.A.pdb
5c1v_a	state1	5c1v.A.pdb	1.000000	1	0.916185	75ff029fba1f13248b8ff16de1c82412b271c85f74bf1de28abc7f1786fad080	references/5c1v_a/state1_5c1v.A.pdb
5c1v_a	state2	5c1v.B.pdb	1.000000	1	0.898844	dffd4ac9e1d1e320dac9fca5db10bfe00bfb99df711323c2a66a5bd0d80019a7	references/5c1v_a/state2_5c1v.B.pdb
5ec5_p	state1	5ec5.P.pdb	1.000000	1	0.969799	7a4d321f87282017248d074178c5d8c642e503d5918fa30260cd8f94bd75dd49	references/5ec5_p/state1_5ec5.P.pdb
5ec5_p	state2	3zxg.B.pdb	0.982877	1	0.963087	8cb1e9ba0a0eaa7572faf44e1d0a3bb10cae58faaca1a342651ca5a228fce5b8	references/5ec5_p/state2_3zxg.B.pdb
5f5r_b	state1	5f5r.B.pdb	1.000000	1	0.932773	0e0987b55b4d9d37e3c00c6adcc9b633a7f6699c413adc2e21bf3f775d7cafb0	references/5f5r_b/state1_5f5r.B.pdb
5f5r_b	state2	5f3k.A.pdb	1.000000	1	0.861345	21e021debc7950badc7d73dc5248d0fc75088d3203569c0787f1affa740867a8	references/5f5r_b/state2_5f3k.A.pdb
5fhc_j	state1	5fhc.J.pdb	1.000000	1	1.000000	32933311b46764375bbaa4bd58338d8c4ff9dbb57f1d74620f576d0c363321c4	references/5fhc_j/state1_5fhc.J.pdb
5fhc_j	state2	1ebo.E.pdb	0.679487	0	0.540816	5bf99cddaaab2c6291ad60c5973e1c7525432db7e5617e7f98949169ff69e2e3	references/5fhc_j/state2_1ebo.E.pdb
5flu_e	state1	5flu.E.pdb	1.000000	1	1.000000	730c6d25268cc580b8c8a443bd17b95d0cac1bd2461dfd90df817ad8fc15703c	references/5flu_e/state1_5flu.E.pdb
5flu_e	state2	2uy7.D.pdb	0.993506	1	0.938650	95f08205530db550700c5ad1bf7f9a59a694cb96710bd3952fd12953384732e1	references/5flu_e/state2_2uy7.D.pdb
5hk5_h	state1	5hk5.H.pdb	1.000000	1	0.809524	975459b1b90b5b2894452f1c5eb1dd51ae2dabcabfe81bfe11d32939cc6c8b64	references/5hk5_h/state1_5hk5.H.pdb
5hk5_h	state2	4jph.B.pdb	1.000000	1	0.755102	fba47bc754229fbf7f32785cbd6624a6038e309006fb3a2bdf7911a649d048fb	references/5hk5_h/state2_4jph.B.pdb
5hmg_a	state1	5hmg.A.pdb	1.000000	1	1.000000	1b5bddd7a5b10c67db1f2a1c6a48bd40a7c27978bd11553b0ad2942a74a676bd	references/5hmg_a/state1_5hmg.A.pdb
5hmg_a	state2	3ztj.E.pdb	1.000000	1	0.969512	2932250dd07f8e9abf03286115e8ad248441e770f73d530649edb81f1f47f588	references/5hmg_a/state2_3ztj.E.pdb
5i2m_a	state1	5i2m.A.pdb	1.000000	1	0.969194	affaad7bf228392d8f7f724c7ee8111c78565d7f833ecfc555f8c0e17666f543	references/5i2m_a/state1_5i2m.A.pdb
5i2m_a	state2	5i2s.A.pdb	1.000000	1	0.978673	2cf7076dff8cfd81836fe56376687aee0add056ce3f2d5f06914f4ce9106ce8d	references/5i2m_a/state2_5i2s.A.pdb
5jyt_a	state1	5jyt.A.pdb	1.000000	1	1.000000	a6fb4b4ff2f84a763d3013ac4575692f8ff3f9ad3eab04e90ed4436250cb6c50	references/5jyt_a/state1_5jyt.A.pdb
