target_id	state	reference_name	sequence_identity	exact_sequence_match_0.95	CA_coverage	sha256	reference_path
1c54_a	state1	1c54.A.pdb	1.000000	1	1.000000	e1c136d4d8de4a2d371e9114bb65bd9a3dbc38a392611e729882f19307f773cb	references/1c54_a/state1_1c54.A.pdb
1c54_a	state2	1rgh.B.pdb	1.000000	1	1.000000	2cd548fbb199f2ea38ae81e1add9e395105b822520bc7e4bd01001e8a20765f3	references/1c54_a/state2_1rgh.B.pdb
1cfc_a	state1	1cfc.A.pdb	1.000000	1	1.000000	ba83af7e34cc87a38d1f996a36c53c1b2bb76fddfe67c4e1a42607a13e96c972	references/1cfc_a/state1_1cfc.A.pdb
1cfc_a	state2	5dow.A.pdb	0.993243	1	0.993243	30c5d3fd45e86add316b860d2341e76b8db590f8d6ed32a47b7d436ad3d79d81	references/1cfc_a/state2_5dow.A.pdb
1dmo_a	state1	1dmo.A.pdb	1.000000	1	1.000000	410bb1ea9d77ea3fb4f78c7f3107e7f7ab83dc23760f5356a201bdf9f47c2680	references/1dmo_a/state1_1dmo.A.pdb
1dmo_a	state2	3cln.A.pdb	1.000000	1	0.966216	34d6d390f13e94709e8f8050a1a2ded0845d1c5b0b3642399d09778623662820	references/1dmo_a/state2_3cln.A.pdb
1e5l_a	state1	1e5l.A.pdb	1.000000	1	0.997778	30326dc083df9fedd4f5c18eff03bf21d7bee1b9740d8d677af52de4e7edb1f3	references/1e5l_a/state1_1e5l.A.pdb
1e5l_a	state2	1e5q.A.pdb	1.000000	1	0.997778	8749521c2c05325edf88ee206f6ba550025503e0d26ff3c97d0a56deac6202f0	references/1e5l_a/state2_1e5q.A.pdb
1eal_a	state1	1eal.A.pdb	1.000000	1	1.000000	b7d410c70432b0b0c21e1d8b6ed8bfb76e572ba227e527838e14421a5f70e341	references/1eal_a/state1_1eal.A.pdb
1eal_a	state2	1eio.A.pdb	1.000000	1	1.000000	4620ab66e44d4cc5a81d5b97119d0871bd243eee3e3cc3e17a989b81df4e41bf	references/1eal_a/state2_1eio.A.pdb
1evk_a	state1	1evk.A.pdb	1.000000	1	1.000000	8b1242ce441e79b563bb8e509c2840dbc7126962421761cad5bacee9bd9742e4	references/1evk_a/state1_1evk.A.pdb
1evk_a	state2	1evl.A.pdb	1.000000	1	1.000000	ac46346a49e3aad6f2299d643b38eaa3a9a2009378961eccd1386749ab36d5ff	references/1evk_a/state2_1evl.A.pdb
1ex6_b	state1	1ex6.B.pdb	1.000000	1	1.000000	a4a0246fce56abb031b804deb6b2cf8196670b5940e7c707971e080ce021a335	references/1ex6_b/state1_1ex6.B.pdb
1ex6_b	state2	1ex7.A.pdb	1.000000	1	1.000000	e1db79035f8390a984207f14daeae41e34250af3adccd5eef36fd53754389d2e	references/1ex6_b/state2_1ex7.A.pdb
1f3y_a	state1	1f3y.A.pdb	1.000000	1	1.000000	878ffd9af1f26a953b788153efb834999c60a46fedf6d0db0e5b1de16bcf37d9	references/1f3y_a/state1_1f3y.A.pdb
1f3y_a	state2	1jkn.A.pdb	1.000000	1	1.000000	262bb4fdd5bc6ae1dd501dc1afabe93baaa30ab09b77fb58786ef8e44d55165b	references/1f3y_a/state2_1jkn.A.pdb
1fmf_a	state1	1fmf.A.pdb	1.000000	1	1.000000	679f000ebe92422417f0b2b3bd38684c2e211f7764212f74f30a7443fef0fc67	references/1fmf_a/state1_1fmf.A.pdb
1fmf_a	state2	1id8.A.pdb	1.000000	1	1.000000	80bb63c277a4735f88011fd030385fcbe8f5f3f37129b7464f08cda45880e51c	references/1fmf_a/state2_1id8.A.pdb
1fsf_a	state1	1fsf.A.pdb	1.000000	1	1.000000	3761a66be9b7af110ca94a59c150e5dc004fb9c546bc58995c6b49596f736f85	references/1fsf_a/state1_1fsf.A.pdb
1fsf_a	state2	1fqo.B.pdb	1.000000	1	1.000000	9e728c045eeb75ecb14682cd7b0e5e636e13d21bcb53b0210eb67865232e015f	references/1fsf_a/state2_1fqo.B.pdb
1g6w_d	state1	1g6w.D.pdb	1.000000	1	0.992337	51eb50ac8e55310ec02e71589245a84dfa0ecd51a109128923368215e1650bc0	references/1g6w_d/state1_1g6w.D.pdb
1g6w_d	state2	1k0b.C.pdb	1.000000	1	0.977011	73eac5984f5cec89ef816fc3f8e81b0c135e09257cbf5918e828402c32441bf4	references/1g6w_d/state2_1k0b.C.pdb
1gh1_a	state1	1gh1.A.pdb	1.000000	1	1.000000	5e30ad23a91c75ffa48bd10df7d1d4f0007742e37523586f9cfe169cadae4f2e	references/1gh1_a/state1_1gh1.A.pdb
1gh1_a	state2	1cz2.A.pdb	1.000000	1	1.000000	27c172e043d82bf5ef6f675cd55698b2b92769723cd9740bfcf2e69a8f132d23	references/1gh1_a/state2_1cz2.A.pdb
1gqn_a	state1	1gqn.A.pdb	1.000000	1	1.000000	f87b8313be2223f4cc4188d0e30b324309163d3ab201bf6e5f6891c606e2a055	references/1gqn_a/state1_1gqn.A.pdb
1gqn_a	state2	1qfe.B.pdb	1.000000	1	1.000000	1275530f7442e54106f7215dd8f09e8f20def1c91eecbae5865c335ecdce1534	references/1gqn_a/state2_1qfe.B.pdb
1gqz_a	state1	1gqz.A.pdb	1.000000	1	1.000000	9b29ce7c2ac5fb24cdb2321436cf736fe168b7941cedbe5c091333fdcb97cf34	references/1gqz_a/state1_1gqz.A.pdb
1gqz_a	state2	2gke.A.pdb	1.000000	1	1.000000	02675071bb020d27e812cb477e370f3e4292ee4900fc47f5533cfb3b444280d5	references/1gqz_a/state2_2gke.A.pdb
1gud_a	state1	1gud.A.pdb	1.000000	1	1.000000	5a9fb95e1088601117563bf59f00833c4041db1e6951b4dd04e8e3a4ee2176b5	references/1gud_a/state1_1gud.A.pdb
1gud_a	state2	1rpj.A.pdb	1.000000	1	1.000000	ee57d7b5dbbd77f882b3addda15d1c17516e09478dbd16113cc9d4bb2b7b3abf	references/1gud_a/state2_1rpj.A.pdb
1hoo_b	state1	1hoo.B.pdb	1.000000	1	1.000000	3f985b52910f7717e7ced2cee3041a77aff2af12f7d43685a63ad2cd59083591	references/1hoo_b/state1_1hoo.B.pdb
1hoo_b	state2	1cg0.A.pdb	1.000000	1	1.000000	0c65714c7a4b59a2b2cd837f991874b49869a9dc1f80ebf6fd1bc3ec60bfa339	references/1hoo_b/state2_1cg0.A.pdb
1hsi_b	state1	1hsi.B.pdb	1.000000	1	1.000000	58466aada4970d36f7ed30c0b32e886a71d30528795aabca8110ef5422a5c9d2	references/1hsi_b/state1_1hsi.B.pdb
1hsi_b	state2	1hsh.D.pdb	1.000000	1	1.000000	5d0d7e3f54870f3565fe9282f03f3d5bc370c24ddc2f63c6dba8b6baf5eaa93b	references/1hsi_b/state2_1hsh.D.pdb
1hw1_b	state1	1hw1.B.pdb	1.000000	1	0.945607	5c5976cfe441b35f93e214c86fda1e229e5ee2a9d1d911c95cd3073621a3f3a0	references/1hw1_b/state1_1hw1.B.pdb
1hw1_b	state2	1h9g.A.pdb	1.000000	1	0.933054	ed243adfc3601fef4facdf6d80470f55742a020b06219c369c7a89ad7ae2a0a3	references/1hw1_b/state2_1h9g.A.pdb
1i56_a	state1	1i56.A.pdb	1.000000	1	1.000000	74300237ed3db028cb7f051e0dff62dd5b58056f466126cbb6d32ada0f223d35	references/1i56_a/state1_1i56.A.pdb
1i56_a	state2	1el1.A.pdb	1.000000	1	1.000000	51cdb6880c9fe51594fa2167eb278fe69fa9223a800df2a7ba37784b1dcad0c9	references/1i56_a/state2_1el1.A.pdb
1igp_a	state1	1igp.A.pdb	1.000000	1	1.000000	30d73abe6829d4a9e7762a789d719acad90bd7ba3edc64e4b3811e6ed8454170	references/1igp_a/state1_1igp.A.pdb
1igp_a	state2	2au6.A.pdb	1.000000	1	1.000000	6797e39d8d496fbb26c8c50a994a53f4e3a28d6a53e67724c1d62ce6b6203de5	references/1igp_a/state2_2au6.A.pdb
1ija_a	state1	1ija.A.pdb	1.000000	1	1.000000	d7f90ba502465320c74ab2b6e36ac538ff19a9047b3dfc6027477eea1f9090f0	references/1ija_a/state1_1ija.A.pdb
1ija_a	state2	2kid.A.pdb	1.000000	1	1.000000	6a7a200727287050bfe7be3f2ddffb18335cce41ff81107ae2385358a2367813	references/1ija_a/state2_2kid.A.pdb
1jej_a	state1	1jej.A.pdb	1.000000	1	1.000000	2042f29ada7fce8558e8cdc2fb3286f56389b4a5da1776fc90d3e01ece370d17	references/1jej_a/state1_1jej.A.pdb
1jej_a	state2	1jg6.A.pdb	1.000000	1	1.000000	19743cb47f4f0f078758b18a0a4d05953d16114ea0003b72af76c61e420b897d	references/1jej_a/state2_1jg6.A.pdb
1jfj_a	state1	1jfj.A.pdb	1.000000	1	1.000000	27db757ec5b6b178bb0d60ffa99c0324ce6d1dd59b2809560b3c6d698c154cee	references/1jfj_a/state1_1jfj.A.pdb
1jfj_a	state2	1jfk.A.pdb	1.000000	1	1.000000	cb63227d1dfc92f47b82de665dd500114c40ccc463fa9f36defe5546f0a6317b	references/1jfj_a/state2_1jfk.A.pdb
1jm4_b	state1	1jm4.B.pdb	1.000000	1	1.000000	6a3e83f1adf568a66ba96030a55764e487e1a0823d84435649ecae5d64004524	references/1jm4_b/state1_1jm4.B.pdb
1jm4_b	state2	1wum.A.pdb	1.000000	1	1.000000	95bcf841d456d11fec299f11381a2b0ba551b15944647b886c198119fc5194fe	references/1jm4_b/state2_1wum.A.pdb
1k2h_a	state1	1k2h.A.pdb	1.000000	1	1.000000	19c2e06e6ae48ceb418baeabaa695f27c05e5c10997c7b9c9fc956148fbe9a98	references/1k2h_a/state1_1k2h.A.pdb
1k2h_a	state2	1zfs.B.pdb	1.000000	1	1.000000	74199e8922d505c2bc017317edfdbb942bf48795848342680e1f61cd249edb6a	references/1k2h_a/state2_1zfs.B.pdb
1k5h_a	state1	1k5h.A.pdb	1.000000	1	1.000000	b537636748f0bd29369322f1900524f241bdd70ba371625bebcda126342055dd	references/1k5h_a/state1_1k5h.A.pdb
1k5h_a	state2	1q0q.A.pdb	1.000000	1	1.000000	f8cf5169e6530a438ab22bf534d451c3362fee2f90dbde15c7ebbfe702b4d29f	references/1k5h_a/state2_1q0q.A.pdb
1k6w_a	state1	1k6w.A.pdb	1.000000	1	0.992958	b7ea2236fd7e8a9352ec8768a51b8e526ef7e0202fb85e9c44ce8a2141a2eab8	references/1k6w_a/state1_1k6w.A.pdb
1k6w_a	state2	1k70.A.pdb	1.000000	1	0.992958	0465a2701aff0fa424145cf780c2d89bf9036edcbc68c930e5439349aed53eef	references/1k6w_a/state2_1k70.A.pdb
1l0w_b	state1	1l0w.B.pdb	1.000000	1	1.000000	299a71091243892d15c148f84076263e702541f001a6e63f4c6d5febb9a851df	references/1l0w_b/state1_1l0w.B.pdb
1l0w_b	state2	1g51.A.pdb	1.000000	1	1.000000	7b55637c10020682be5d1b23ac6ae8d7ce7f56944a9fa5b088334011f8f4d846	references/1l0w_b/state2_1g51.A.pdb
1lip_a	state1	1lip.A.pdb	1.000000	1	1.000000	d1da5a3ab23a6b8ac2068d43c4bb605255374d681d0df7a427bc1eb2e4377004	references/1lip_a/state1_1lip.A.pdb
1lip_a	state2	1jtb.A.pdb	1.000000	1	1.000000	d4e52d9f3a048badffad96a8081add2d981da0b4a6ffeadbb49f1ab86bc6e3a2	references/1lip_a/state2_1jtb.A.pdb
1lmz_a	state1	1lmz.A.pdb	1.000000	1	1.000000	47c135814523971c16b0fcec8be916640f4ddf0c9cf6a423de96558886aad700	references/1lmz_a/state1_1lmz.A.pdb
1lmz_a	state2	1p7m.A.pdb	1.000000	1	1.000000	77070cd3e8134337a986fc31b9af0e87cf5c6d2f3249c8dd1feb8655e35bbdd2	references/1lmz_a/state2_1p7m.A.pdb
1mo7_a	state1	1mo7.A.pdb	1.000000	1	1.000000	130efbdf10712f6f1fee81046d329290c4fe2e3a26fb54d7e47ab10b32b41e74	references/1mo7_a/state1_1mo7.A.pdb
1mo7_a	state2	1mo8.A.pdb	1.000000	1	1.000000	10774ec34e0d0d6507add89bdbba8c70cc3e20bf745278d30096fab3a0550ee7	references/1mo7_a/state2_1mo8.A.pdb
1mut_a	state1	1mut.A.pdb	1.000000	1	1.000000	51f30f13b82a4e0bfdaa151badd9ca9efdf4550334ca22bdc30594f7e6088677	references/1mut_a/state1_1mut.A.pdb
1mut_a	state2	1pun.A.pdb	1.000000	1	1.000000	13661c9670a5abd41f1cb789c79bf16a3415c918e52cd9d971d5b50e1b66ab2f	references/1mut_a/state2_1pun.A.pdb
1mx7_a	state1	1mx7.A.pdb	1.000000	1	1.000000	f61b4109f5672eddeb02de0bf15924ae32d109656aa5254886bf32f699bfd1f0	references/1mx7_a/state1_1mx7.A.pdb
1mx7_a	state2	1mx8.A.pdb	1.000000	1	1.000000	810a2d61c9ab9927d839d06c30facb0a065931d1395fed5e20b1e3f808be646d	references/1mx7_a/state2_1mx8.A.pdb
1njg_b	state1	1njg.B.pdb	1.000000	1	0.956000	fb4f17d802cb5a698541f0a012d8fc324e289161dcdd83a7ab2f7efeb4bbd74c	references/1njg_b/state1_1njg.B.pdb
1njg_b	state2	1njf.A.pdb	1.000000	1	0.956000	8e36516be454f881edba41209352b45c1cfb5e13f109ac6c96d0008186fb18a0	references/1njg_b/state2_1njf.A.pdb
1ntr_a	state1	1ntr.A.pdb	1.000000	1	1.000000	43a6731b1c8d3bb758a0e6d35e6fbc41f9f58f3e00aac15e471c15fb09eb20c5	references/1ntr_a/state1_1ntr.A.pdb
1ntr_a	state2	1krx.A.pdb	1.000000	1	1.000000	6160ef7fa276189883e49df545701d197e6824b598f5ed89411ce057b3527c00	references/1ntr_a/state2_1krx.A.pdb
1o1u_a	state1	1o1u.A.pdb	1.000000	1	1.000000	a3cf29929eee2c0d057afa93e918aa9eaa4a7ab63c3e32de8a2a533b09f4433b	references/1o1u_a/state1_1o1u.A.pdb
1o1u_a	state2	1o1v.A.pdb	1.000000	1	1.000000	98d705917c411007ba75eaaef2b01eab4e4f8a98318fff4d5d64f5036faafbc5	references/1o1u_a/state2_1o1v.A.pdb
1orm_a	state1	1orm.A.pdb	1.000000	1	1.000000	851036dd1e82ac139457e95ec01d94156b7cbfd333589cb2e1fe40b07e4670cb	references/1orm_a/state1_1orm.A.pdb
1orm_a	state2	1qj8.A.pdb	1.000000	1	1.000000	79ba2bf2ee0e2ff2338c0b130d5e8dcd64d48ee891352ba62dc45f4927d0c60a	references/1orm_a/state2_1qj8.A.pdb
1otj_d	state1	1otj.D.pdb	1.000000	1	0.989399	fc8c2d9862872afec90ba3fe7bd59c8c16d55078c7e5c5a5ce94204044d9842e	references/1otj_d/state1_1otj.D.pdb
1otj_d	state2	1gy9.A.pdb	1.000000	1	0.985866	4b48ed268ee3de91b8d3df001104a8603b20c7768f92eb2b1fa8efcfad018e91	references/1otj_d/state2_1gy9.A.pdb
1pdb_a	state1	1pdb.A.pdb	1.000000	1	1.000000	0be57c66b1232f2286424c7a9596ce775df9b99b4df32fc167ef1abce603441c	references/1pdb_a/state1_1pdb.A.pdb
1pdb_a	state2	1yho.A.pdb	1.000000	1	1.000000	a54b4295966fdb3d3791aa3c0ac3e972ac5a8f3a1005696ee8da43b21ca7d2c6	references/1pdb_a/state2_1yho.A.pdb
1pfl_a	state1	1pfl.A.pdb	1.000000	1	1.000000	0a105c91b4c4fe0148cc971ce565986408c6c600f7fbd74d4d2a6ba9dc784a7f	references/1pfl_a/state1_1pfl.A.pdb
1pfl_a	state2	1fil.A.pdb	1.000000	1	1.000000	58220b50c5835966c2f251215f9c4620363a180b0000bc97101cb9fd3da3b039	references/1pfl_a/state2_1fil.A.pdb
1rf5_a	state1	1rf5.A.pdb	1.000000	1	1.000000	91134464406f178cdbb7a00da14b1b831b8ab08f11395267d234770cca78b10a	references/1rf5_a/state1_1rf5.A.pdb
1rf5_a	state2	1rf4.A.pdb	1.000000	1	1.000000	e4000b1257048f3d6a705cdebbaaaee40ed1a40f29560299141aa1846786cebf	references/1rf5_a/state2_1rf4.A.pdb
1rka_a	state1	1rka.A.pdb	1.000000	1	0.987055	e2a4b214271ca5f98a09ae78aebd626d6d09d4f75785ba1086c3065f3c82e65f	references/1rka_a/state1_1rka.A.pdb
1rka_a	state2	1gqt.A.pdb	1.000000	1	0.987055	279863528f44f5e956127810b298a5dda6e967a219f79ab72be351e28ff6570e	references/1rka_a/state2_1gqt.A.pdb
1rkm_a	state1	1rkm.A.pdb	1.000000	1	1.000000	c2a7c77462c0f217e943b61029f8959e251a2589310ed9c7c6f323c970cb9bef	references/1rkm_a/state1_1rkm.A.pdb
1rkm_a	state2	1b6h.A.pdb	1.000000	1	1.000000	e39b0781a13076d7bb04e3b31427048ca625e99fbaf329c3b04d10c13a1586e7	references/1rkm_a/state2_1b6h.A.pdb
1s2o_a	state1	1s2o.A.pdb	1.000000	1	1.000000	f192b679362ec554edfb9ec939e24226bc0c795fd4de7c8bc288514d8e6aef18	references/1s2o_a/state1_1s2o.A.pdb
1s2o_a	state2	1tj5.A.pdb	1.000000	1	1.000000	9afb1f79ced4d4bd68c0a678c122522b41512c8a46a8bbd5554bebad1e12d11f	references/1s2o_a/state2_1tj5.A.pdb
1skt_a	state1	1skt.A.pdb	1.000000	1	1.000000	b962ced0e71e081e0ba2c209aa2e9d020d4bea193ca8d108de2d69bf94313a0e	references/1skt_a/state1_1skt.A.pdb
1skt_a	state2	1tnq.A.pdb	1.000000	1	1.000000	2d52e69de33172e2213c8011d2f23b9c558d8a7e279aee78b3daeef99cb569be	references/1skt_a/state2_1tnq.A.pdb
1sym_b	state1	1sym.B.pdb	1.000000	1	1.000000	31afb7b9b3377aa6e3163b1013b74b43a412b682f966391aab4bce1b3cb952f7	references/1sym_b/state1_1sym.B.pdb
1sym_b	state2	1xyd.B.pdb	1.000000	1	1.000000	11afcac775b9b1ca4e4c94c3720293d71df7c1735d4740f7dae58b821cc060c0	references/1sym_b/state2_1xyd.B.pdb
1tfu_a	state1	1tfu.A.pdb	1.000000	1	1.000000	bc5843eae5e965bfe1d3c02299bce1541bb476c05c9408eb3144abb4a4e46c2c	references/1tfu_a/state1_1tfu.A.pdb
1tfu_a	state2	3uc5.A.pdb	1.000000	1	1.000000	2c6a2b9e02af1c11d3fd6ee2a2f9576056a441dcaa1b31ced9d359ef0bb3a9a7	references/1tfu_a/state2_3uc5.A.pdb
1tjd_a	state1	1tjd.A.pdb	1.000000	1	1.000000	2bf84d87f83fb2828cbcd9c8e32c32e6284a534fbd52fa06b9047aea9064db00	references/1tjd_a/state1_1tjd.A.pdb
1tjd_a	state2	1eej.B.pdb	1.000000	1	1.000000	9ffcc16553dc29ce707756edf2328b4905e4742bcc03b834064b36aca2bd6733	references/1tjd_a/state2_1eej.B.pdb
1urp_d	state1	1urp.D.pdb	1.000000	1	1.000000	ed0b904fa580c1f9accf2f8cc1b6ebc13136907e224986886f42a1eab152f88f	references/1urp_d/state1_1urp.D.pdb
1urp_d	state2	2dri.A.pdb	1.000000	1	1.000000	ebaeb768d08eef9a70c3b9862ce97f54d3af151b2c20b3d7d602c78c89771d17	references/1urp_d/state2_2dri.A.pdb
1viy_c	state1	1viy.C.pdb	1.000000	1	0.954128	5f9f1c9299cf71dfd43636aa062957c4ae5dc82395d2d0108886dcd719c5f3fa	references/1viy_c/state1_1viy.C.pdb
1viy_c	state2	1vhl.A.pdb	1.000000	1	0.954128	25f85acdcd11465bf67ca487730e501ae8cee95f065946e4ccb08d4f995a11c7	references/1viy_c/state2_1vhl.A.pdb
1vr6_a	state1	1vr6.A.pdb	1.000000	1	0.980000	71db5c5f820794566fc43a59371c9190b53e90998c4466fbd0166bd2796d6eff	references/1vr6_a/state1_1vr6.A.pdb
1vr6_a	state2	1rzm.A.pdb	1.000000	1	0.965714	9ae7126719472972c23e6856d4709b891c32fa90889c801e6b27d50b181b1ced	references/1vr6_a/state2_1rzm.A.pdb
1w0j_e	state1	1w0j.E.pdb	1.000000	1	0.966805	9cb7b331bdd9cdbf8cd2123b74a64447daeab75479f71d08de47a3709bf46ea6	references/1w0j_e/state1_1w0j.E.pdb
1w0j_e	state2	1e1r.F.pdb	1.000000	1	0.966805	c5be78e9cc82abb57e008032e3980368e138129b56d8650f5474a347fba1c265	references/1w0j_e/state2_1e1r.F.pdb
1w4u_a	state1	1w4u.A.pdb	1.000000	1	1.000000	c7e8222ed55a07187c90ba70104d091cb24e141c4023d8a9b0ce74761e3d917a	references/1w4u_a/state1_1w4u.A.pdb
1w4u_a	state2	1ur6.A.pdb	1.000000	1	1.000000	5bc25c8c71c1576d903fcb9cec00add5978d8f45c97c581d6e6294d44007b941	references/1w4u_a/state2_1ur6.A.pdb
1wd7_b	state1	1wd7.B.pdb	1.000000	1	0.977011	2279c34b2f4aecdcefba672b71b036b2cd2978630d6e55e115efbb5b8807112d	references/1wd7_b/state1_1wd7.B.pdb
1wd7_b	state2	1wcw.A.pdb	1.000000	1	0.973180	461fd2b6c66ed5a4f6a970060e57b1aab4e38fc49be4f6dedbf9cb08bb04d679	references/1wd7_b/state2_1wcw.A.pdb
1xsa_a	state1	1xsa.A.pdb	1.000000	1	1.000000	f99b791d5528582cb674415be41c0ab3c777b3f0fa7df971312f59773fe264d3	references/1xsa_a/state1_1xsa.A.pdb
1xsa_a	state2	1xsc.A.pdb	1.000000	1	1.000000	f39c42d5042fbc1ac77fc0dab76ee97307953885a5104a0c36c23f9b9ff67b1a	references/1xsa_a/state2_1xsc.A.pdb
1y3q_a	state1	1y3q.A.pdb	1.000000	1	1.000000	6b99e52c5463d49f3ab367ec89fd6767e445438e0e79be710ee4d30bfb3d4b7d	references/1y3q_a/state1_1y3q.A.pdb
1y3q_a	state2	1y3n.A.pdb	1.000000	1	1.000000	0a17792c859a6f517d2d2b8da75888ffa3c64355ec0e3b41a746dee429418169	references/1y3q_a/state2_1y3n.A.pdb
1yl5_b	state1	1yl5.B.pdb	1.000000	1	1.000000	0ede56832db18f620bde739ae70d311ae171e4d4a3a1721dede4600ef808818b	references/1yl5_b/state1_1yl5.B.pdb
1yl5_b	state2	1yl7.A.pdb	1.000000	1	0.991903	208bf955c07816cde30f1f3a972d7c91ed895682927f6ab6e4d9c281f0cfb00a	references/1yl5_b/state2_1yl7.A.pdb
1z15_a	state1	1z15.A.pdb	1.000000	1	1.000000	c85da215a5d847809ed361b3ac4d7502e5b72a4b6e011cb49d18baa28f2a1606	references/1z15_a/state1_1z15.A.pdb
1z15_a	state2	1z17.A.pdb	1.000000	1	1.000000	88ebd16c16676a5edf32753dbff21e477d957fc008d2422406363e0fa2d41e28	references/1z15_a/state2_1z17.A.pdb
1za1_a	state1	1za1.A.pdb	1.000000	1	1.000000	cc648b84bab665ff141034a9d77d421bc8ee3fd2b2abf8044ed90cafdca72ad6	references/1za1_a/state1_1za1.A.pdb
1za1_a	state2	1q95.A.pdb	1.000000	1	1.000000	f6619bb7e5121ae7d334f209a17232c0d9855de2e8b83250623dfa98c7463cb7	references/1za1_a/state2_1q95.A.pdb
1zol_a	state1	1zol.A.pdb	1.000000	1	1.000000	3a376cf74cd9b01a9147c37aa0bf18667fc602394a20e394399eb272cd748318	references/1zol_a/state1_1zol.A.pdb
1zol_a	state2	1o03.A.pdb	1.000000	1	1.000000	533371154c31534dde3deda11da835c0593b5fc2bb683d30f8b016bb2f888a03	references/1zol_a/state2_1o03.A.pdb
2ai6_a	state1	2ai6.A.pdb	1.000000	1	1.000000	44ca70655f8200c879a4b958925bc5cdbfae92818ca8787628c26e76c11dcb8a	references/2ai6_a/state1_2ai6.A.pdb
2ai6_a	state2	2ozw.A.pdb	1.000000	1	1.000000	f06cd5aa3c077ff54ad33fda87c800b82c2282d6cd7321204ad7cb75000f9296	references/2ai6_a/state2_2ozw.A.pdb
2cg7_a	state1	2cg7.A.pdb	1.000000	1	1.000000	d045ff1b287c8225dda4bba88dbbf9da3f93a5a90264da6f766aaa7f34cffe4e	references/2cg7_a/state1_2cg7.A.pdb
2cg7_a	state2	2cg6.A.pdb	1.000000	1	1.000000	6f51bc1467fdae22077805d01f97e14e954f195ee245cef4453f0209d85c42f6	references/2cg7_a/state2_2cg6.A.pdb
2cjo_a	state1	2cjo.A.pdb	1.000000	1	1.000000	3efdb3b8ad223d01db34335d8913f83b11d423432925d8021c53a89d37d10939	references/2cjo_a/state1_2cjo.A.pdb
2cjo_a	state2	1roe.A.pdb	1.000000	1	1.000000	d9de3ab06e819b4929bd209418e7780dbcb7ae7fea5c1ddb66a753d3a03f40f8	references/2cjo_a/state2_1roe.A.pdb
2d9e_a	state1	2d9e.A.pdb	1.000000	1	1.000000	8dfa5bafcccbce9e70fde821be90a127f0d76abed91acf62a34ffcf58c2972c3	references/2d9e_a/state1_2d9e.A.pdb
2d9e_a	state2	2rs9.B.pdb	1.000000	1	1.000000	c974e340d76539c5da850fd19575c6aac05e9ceee7ff6cb051a9a0e6dce96586	references/2d9e_a/state2_2rs9.B.pdb
2f63_a	state1	2f63.A.pdb	1.000000	1	1.000000	5064ed1b739453b5e5ef14e882d23093f3af3209b1a5f0e59f54a9826fa5113d	references/2f63_a/state1_2f63.A.pdb
2f63_a	state2	1eqm.A.pdb	1.000000	1	1.000000	8730620685e2a4a0f82897372dbce3759c71abb22bd596392344967f58ff0de0	references/2f63_a/state2_1eqm.A.pdb
2fhm_a	state1	2fhm.A.pdb	1.000000	1	1.000000	c2fa560252ca4fcf5fb749325c25e13a8bcd117e43ffbe7e65d8c8cb52ed2f95	references/2fhm_a/state1_2fhm.A.pdb
2fhm_a	state2	2hlt.A.pdb	1.000000	1	1.000000	848f48febe7390517d3378fd29173131e7e6bbf6e8f481173dbcc3ee0e3ffdec	references/2fhm_a/state2_2hlt.A.pdb
